filename,label,class_pred,wrong,softmax_prob_0,softmax_prob_1
dataset/test/no/66997876.jpg,0,0,0,0.991401731967926,0.008598268032073975
dataset/test/no/C7FF411.png,0,0,0,0.9969979524612427,0.0030020154081285
dataset/test/no/IMG00001.jpg,0,0,0,0.989031970500946,0.010968056507408619
dataset/test/no/Pre-OP-AP2-1024x777.jpg,0,0,0,0.9994107484817505,0.000589236558880657
dataset/test/no/broken-hip-x-ray-du-cane-medical-imaging-ltd.jpg,0,0,0,0.979826807975769,0.02017318457365036
dataset/test/no/eb5974f7dbd02b4e295a8a57c7e1e3_jumbo.jpeg,0,0,0,0.9991990923881531,0.0008009627927094698
dataset/test/no/f19acd33226ea13aae04fdf2c42e47_jumbo.jpg,0,0,0,0.9921178221702576,0.007882163859903812
dataset/test/no/graphic-4.large.jpg,0,0,0,0.9997571110725403,0.0002429248415865004
dataset/test/no/necro.png,0,0,0,0.9999294281005859,7.062472286634147e-05
dataset/test/no/ucooigzcb0naq44sxlyg.jpg,0,0,0,0.9994532465934753,0.0005467035807669163
dataset/test/yes/1433881677517.png,1,1,0,0.0022661476396024227,0.9977338314056396
dataset/test/yes/326f8c08d07b1bb9703e72348637f5_jumbo.jpeg,1,1,0,0.0016242980491369963,0.998375654220581
dataset/test/yes/DSC00242.JPG,1,1,0,0.9392491579055786,0.060750868171453476
dataset/test/yes/Figure 2.jpg,1,1,0,0.9743832945823669,0.025616705417633057
dataset/test/yes/PMC2766762_cios-1-114-g001.png,1,1,0,0.07254056632518768,0.9274594187736511
dataset/test/yes/hip-dislocation-posterior.png,1,1,0,0.7169724702835083,0.2830274999141693
dataset/test/yes/hip-joint-dislocation.jpg,1,1,0,1.945154053828446e-06,0.9999980926513672
dataset/test/yes/postdisloc.jpg,1,1,0,0.00013310500071384013,0.9998668432235718
dataset/test/yes/posterior-hip-dislocation-1.jpg,1,1,0,0.04937772452831268,0.9506222009658813
dataset/test/yes/severe-pelvic-trauma-hip-dislocation-with-bilateral-femoral-fractures-1.jpg,1,1,0,0.4466556906700134,0.5533443093299866
